Functional Area,Month,Communications Sent,Month Name,Month Number,Year,System,Type,Response,View
Recruiting,12-01-2020,723568,December,202012,2020,Marketing Cloud,Email,258457,340076
IT,09-01-2020,106010,September,202009,2020,Marketing Cloud,Email,67167,93288
Recruiting,11-01-2020,49861,November,202011,2020,Marketing Cloud,Email,4387,9972
WKSU,10-01-2020,42015,October,202010,2020,Marketing Cloud,Email,1394,34872
UCM,11-01-2020,36625,November,202011,2020,Marketing Cloud,Email,13679,16481
UCM,12-01-2020,39863,December,202012,2020,Marketing Cloud,Email,1076,11958
WKSU,08-01-2020,3432,August,202008,2020,Marketing Cloud,Email,114,2299
Recruiting,12-01-2020,723568,December,202012,2020,Marketing Cloud,Email,119388,397962
Recruiting,01-01-2021,42015,January,202101,2021,Marketing Cloud,Email,2865,13024
Recruiting,12-01-2020,125000,December,202012,2020,Marketing Cloud,Email,50600,57500
Recruiting,01-01-2021,125000,January,202101,2021,Marketing Cloud,Email,4712,36250
Academic Affairs,12-01-2020,36157,December,202012,2020,TargetX Messaging,Text Message,22258,29287
WKSU,01-01-2021,92268,January,202101,2021,Marketing Cloud,Email,53330,62742
Recruiting,01-01-2021,40000,January,202101,2021,Marketing Cloud,Email,720,1200
Human Resources,08-01-2020,42015,August,202008,2020,Marketing Cloud,Email,2268,37813
Recruiting,01-01-2021,17307,January,202101,2021,Marketing Cloud,Email,1142,5192
IT,11-01-2020,42015,November,202011,2020,Marketing Cloud,Email,1941,9243
Recruiting,09-01-2020,350000,September,202009,2020,TargetX Email,Email,236250,262500
UCM,08-01-2020,355184,August,202008,2020,Marketing Cloud,Email,35234,110107
IT,10-01-2020,3432,October,202010,2020,Marketing Cloud,Email,2473,2779
WKSU,11-01-2020,259644,November,202011,2020,Constant Contact,Email,140207,186943
IT,08-01-2020,1549831,August,202008,2020,Marketing Cloud,Email,786228,883403
UCM,12-01-2020,3432,December,202012,2020,Marketing Cloud,Email,401,1029
Recruiting,09-01-2020,27782,September,202009,2020,Marketing Cloud,Email,6450,23892
WKSU,10-01-2020,92268,October,202010,2020,Marketing Cloud,Email,7639,11072
Human Resources,08-01-2020,245595,August,202008,2020,Marketing Cloud,Email,92908,95782
WKSU,01-01-2021,36157,January,202101,2021,Cognos Report to Email,Email,3091,34349
Recruiting,10-01-2020,87671,October,202010,2020,Marketing Cloud,Email,4208,13150
IT,09-01-2020,49861,September,202009,2020,Marketing Cloud,Email,15960,48365
IT,11-01-2020,723568,November,202011,2020,Marketing Cloud,Email,24745,65121
Student Affairs,12-01-2020,36625,December,202012,2020,Marketing Cloud,Email,3047,9522
Recruiting,01-01-2021,259644,January,202101,2021,TargetX Messaging,Text Message,45385,238872
Recruiting,08-01-2020,106010,August,202008,2020,Marketing Cloud,Email,3922,78447
Student Affairs,09-01-2020,34478,September,202009,2020,Marketing Cloud,Email,6033,12067
Recruiting,01-01-2021,245595,January,202101,2021,Marketing Cloud,Email,122,2455
Student Affairs,11-01-2020,38603,November,202011,2020,TargetX Email,Email,5836,16213
Academic Affairs,08-01-2020,182327,August,202008,2020,Marketing Cloud,Email,6891,38288
Academic Affairs,01-01-2021,49861,January,202101,2021,Marketing Cloud,Email,15705,34902
Recruiting,08-01-2020,246,August,202008,2020,Marketing Cloud,Email,95,125
Academic Affairs,12-01-2020,500000,December,202012,2020,Marketing Cloud,Email,70300,185000
Academic Affairs,09-01-2020,700000,September,202009,2020,Marketing Cloud,Email,12320,56000
Academic Affairs,01-01-2021,373,January,202101,2021,Marketing Cloud,Email,278,335
IT,01-01-2021,36625,January,202101,2021,Marketing Cloud,Email,5735,31863
IT,08-01-2020,36625,August,202008,2020,Marketing Cloud,Email,2618,23806
UCM,10-01-2020,373,October,202010,2020,Constant Contact,Email,87,335
IT,08-01-2020,125000,August,202008,2020,Marketing Cloud,Email,58725,101250
WKSU,08-01-2020,350000,August,202008,2020,Marketing Cloud,Email,97650,108500
Academic Affairs,09-01-2020,39863,September,202009,2020,TargetX Email,Email,6297,7972
Recruiting,12-01-2020,102360,December,202012,2020,Marketing Cloud,Email,1146,57321
Recruiting,08-01-2020,136255,August,202008,2020,Marketing Cloud,Email,32428,95378
Academic Affairs,09-01-2020,723568,September,202009,2020,Marketing Cloud,Email,167144,506497
Human Resources,01-01-2021,34478,January,202101,2021,Marketing Cloud,Email,1116,1379
Human Resources,10-01-2020,100,October,202010,2020,Marketing Cloud,Email,4,16
Academic Affairs,09-01-2020,0,September,202009,2020,Marketing Cloud,Email,0,0
Recruiting,11-01-2020,47,November,202011,2020,Marketing Cloud,Email,3,7
Academic Affairs,10-01-2020,355184,October,202010,2020,Marketing Cloud,Email,232822,245076
Recruiting,11-01-2020,355184,November,202011,2020,Marketing Cloud,Email,36939,284147
Academic Affairs,11-01-2020,245595,November,202011,2020,Marketing Cloud,Email,141757,181740
WKSU,08-01-2020,19871,August,202008,2020,Marketing Cloud,Email,6406,12320
WKSU,09-01-2020,47428,September,202009,2020,Marketing Cloud,Email,6331,7114
WKSU,08-01-2020,0,August,202008,2020,Marketing Cloud,Email,0,0
IT,11-01-2020,74152,November,202011,2020,Marketing Cloud,Email,22067,22987
WKSU,08-01-2020,47,August,202008,2020,Marketing Cloud,Email,11,31
Student Affairs,11-01-2020,141779,November,202011,2020,Marketing Cloud,Email,22485,36862
WKSU,01-01-2021,125000,January,202101,2021,Marketing Cloud,Email,75050,98750
Human Resources,10-01-2020,42015,October,202010,2020,Marketing Cloud,Email,9285,27309
Student Affairs,10-01-2020,58502,October,202010,2020,Marketing Cloud,Email,41758,48556
Student Affairs,01-01-2021,1549831,January,202101,2021,Marketing Cloud,Email,327324,1022888
Student Affairs,01-01-2021,245595,January,202101,2021,Marketing Cloud,Email,58427,95782
Human Resources,11-01-2020,1379954,November,202011,2020,Marketing Cloud,Email,284960,814172
WKSU,12-01-2020,39863,December,202012,2020,Marketing Cloud,Email,346,398
WKSU,09-01-2020,40000,September,202009,2020,Marketing Cloud,Email,16560,36800
WKSU,09-01-2020,700000,September,202009,2020,Marketing Cloud,Email,240240,546000
Recruiting,12-01-2020,141779,December,202012,2020,TargetX Email,Email,83833,114840
WKSU,01-01-2021,27782,January,202101,2021,Marketing Cloud,Email,7389,7778
IT,10-01-2020,1029207,October,202010,2020,Marketing Cloud,Email,2881,10292
UCM,01-01-2021,1379954,January,202101,2021,Marketing Cloud,Email,171114,855571
Academic Affairs,01-01-2021,0,January,202101,2021,Flashline,Portal Alert,0,0
IT,12-01-2020,31377,December,202012,2020,Marketing Cloud,Email,12534,26670
Academic Affairs,08-01-2020,136769,August,202008,2020,Marketing Cloud,Email,69587,131298
WKSU,12-01-2020,27782,December,202012,2020,Marketing Cloud,Email,88,555
Recruiting,10-01-2020,36625,October,202010,2020,Marketing Cloud,Email,6401,6958
Student Affairs,09-01-2020,34478,September,202009,2020,Marketing Cloud,Email,8657,9309
IT,01-01-2021,136255,January,202101,2021,Marketing Cloud,Email,48833,87203
Academic Affairs,11-01-2020,1029207,November,202011,2020,Marketing Cloud,Email,456659,895410
Recruiting,12-01-2020,39863,December,202012,2020,Marketing Cloud,Email,18404,32289
Academic Affairs,01-01-2021,58502,January,202101,2021,Marketing Cloud,Email,13309,38026
Human Resources,11-01-2020,34478,November,202011,2020,Marketing Cloud,Email,11170,18618
Recruiting,10-01-2020,259644,October,202010,2020,Marketing Cloud,Email,161083,171365
Academic Affairs,09-01-2020,102360,September,202009,2020,Marketing Cloud,Email,2814,11259
Human Resources,10-01-2020,373,October,202010,2020,Marketing Cloud,Email,164,365
WKSU,09-01-2020,1029207,September,202009,2020,TargetX Messaging,Text Message,144706,380806
UCM,08-01-2020,1271250,August,202008,2020,Marketing Cloud,Email,262894,279675
WKSU,12-01-2020,723568,December,202012,2020,Marketing Cloud,Email,226838,687389
Academic Affairs,08-01-2020,723568,August,202008,2020,Marketing Cloud,Email,76408,79592
Student Affairs,11-01-2020,31377,November,202011,2020,Marketing Cloud,Email,677,16943
IT,01-01-2021,136255,January,202101,2021,Marketing Cloud,Email,79790,83115
Recruiting,10-01-2020,350000,October,202010,2020,Marketing Cloud,Email,20580,49000
Academic Affairs,09-01-2020,141779,September,202009,2020,Marketing Cloud,Email,82373,99245
Recruiting,11-01-2020,38603,November,202011,2020,Marketing Cloud,Email,5106,10422
Student Affairs,09-01-2020,1006194,September,202009,2020,Marketing Cloud,Email,741665,915636
WKSU,01-01-2021,246,January,202101,2021,Cognos Report to Email,Email,130,189
Human Resources,01-01-2021,27782,January,202101,2021,Marketing Cloud,Email,12809,14724
WKSU,08-01-2020,40000,August,202008,2020,Marketing Cloud,Email,1620,18000
Academic Affairs,12-01-2020,102360,December,202012,2020,Marketing Cloud,Email,24013,52203
Recruiting,01-01-2021,355184,January,202101,2021,Marketing Cloud,Email,11365,35518
Recruiting,11-01-2020,36157,November,202011,2020,Marketing Cloud,Email,24586,28925
UCM,10-01-2020,47428,October,202010,2020,Marketing Cloud,Email,33929,46479
Academic Affairs,08-01-2020,38603,August,202008,2020,TargetX Email,Email,11719,35514
UCM,10-01-2020,34478,October,202010,2020,Marketing Cloud,Email,8419,22755
Academic Affairs,08-01-2020,11590,August,202008,2020,Marketing Cloud,Email,7529,10315
UCM,10-01-2020,58502,October,202010,2020,Marketing Cloud,Email,23868,28080
IT,09-01-2020,1029207,September,202009,2020,Marketing Cloud,Email,253596,452851
WKSU,08-01-2020,102360,August,202008,2020,TargetX Messaging,Text Message,16817,31731
Student Affairs,01-01-2021,350000,January,202101,2021,Marketing Cloud,Email,70210,206500
WKSU,10-01-2020,80283,October,202010,2020,Marketing Cloud,Email,60051,68240
UCM,08-01-2020,20217,August,202008,2020,Marketing Cloud,Email,7358,11321
IT,12-01-2020,246,December,202012,2020,Marketing Cloud,Email,52,127
Academic Affairs,11-01-2020,42015,November,202011,2020,Marketing Cloud,Email,9831,15125
Recruiting,10-01-2020,167464,October,202010,2020,Marketing Cloud,Email,121712,132296
Academic Affairs,01-01-2021,102360,January,202101,2021,Marketing Cloud,Email,1862,7165
UCM,01-01-2021,136769,January,202101,2021,Marketing Cloud,Email,44668,62913
IT,09-01-2020,87671,September,202009,2020,Marketing Cloud,Email,33139,55232
IT,01-01-2021,47428,January,202101,2021,Marketing Cloud,Email,43225,44108
Recruiting,10-01-2020,102360,October,202010,2020,Phone,Phone Call,9396,17401
IT,09-01-2020,125000,September,202009,2020,Marketing Cloud,Email,975,1250
Student Affairs,11-01-2020,259644,November,202011,2020,Marketing Cloud,Email,96743,119436
IT,01-01-2021,1549831,January,202101,2021,Flashline,Portal Alert,386837,805912
UCM,12-01-2020,74152,December,202012,2020,Constant Contact,Email,33286,49681
Human Resources,12-01-2020,500000,December,202012,2020,Marketing Cloud,Email,84000,420000
WKSU,01-01-2021,47428,January,202101,2021,Marketing Cloud,Email,3158,17548
Human Resources,12-01-2020,92268,December,202012,2020,TargetX Email,Email,42627,55360
IT,01-01-2021,246,January,202101,2021,Marketing Cloud,Email,29,164
Academic Affairs,10-01-2020,47,October,202010,2020,Marketing Cloud,Email,31,31
Human Resources,08-01-2020,167464,August,202008,2020,Marketing Cloud,Email,19074,112200
Human Resources,10-01-2020,136769,October,202010,2020,Marketing Cloud,Email,56622,125827
WKSU,08-01-2020,42015,August,202008,2020,Marketing Cloud,Email,18133,34872
Recruiting,01-01-2021,500000,January,202101,2021,Marketing Cloud,Email,174900,265000
WKSU,01-01-2021,246,January,202101,2021,Marketing Cloud,Email,214,233
WKSU,10-01-2020,74152,October,202010,2020,Marketing Cloud,Email,10210,20021
Student Affairs,11-01-2020,125000,November,202011,2020,Marketing Cloud,Email,2150,2500
WKSU,10-01-2020,100,October,202010,2020,Phone,Phone Call,0,1
Recruiting,08-01-2020,20217,August,202008,2020,Marketing Cloud,Email,6501,9704
IT,12-01-2020,47428,December,202012,2020,Marketing Cloud,Email,19122,19919
Human Resources,12-01-2020,58502,December,202012,2020,Marketing Cloud,Email,2070,34516
WKSU,12-01-2020,20217,December,202012,2020,Marketing Cloud,Email,2183,7278
IT,12-01-2020,36157,December,202012,2020,TargetX Email,Email,1446,36157
WKSU,12-01-2020,246,December,202012,2020,Phone,Phone Call,52,130
Recruiting,01-01-2021,47,January,202101,2021,Marketing Cloud,Email,4,15
IT,10-01-2020,1379954,October,202010,2020,Marketing Cloud,Email,201887,262191
Recruiting,11-01-2020,31377,November,202011,2020,Marketing Cloud,Email,8894,10981
Recruiting,09-01-2020,87671,September,202009,2020,Marketing Cloud,Email,1446,4383
Recruiting,10-01-2020,40000,October,202010,2020,Marketing Cloud,Email,592,800
WKSU,08-01-2020,38603,August,202008,2020,Marketing Cloud,Email,15857,30496
UCM,09-01-2020,700000,September,202009,2020,Cognos Report to Email,Email,221760,462000
Recruiting,11-01-2020,38603,November,202011,2020,Marketing Cloud,Email,31777,37830
Academic Affairs,12-01-2020,167464,December,202012,2020,Marketing Cloud,Email,12057,150717
Academic Affairs,01-01-2021,500000,January,202101,2021,Constant Contact,Email,296250,375000
WKSU,08-01-2020,106010,August,202008,2020,Phone,Phone Call,58495,94348
WKSU,10-01-2020,87671,October,202010,2020,Marketing Cloud,Email,13150,13150
UCM,10-01-2020,0,October,202010,2020,Marketing Cloud,Email,0,0
Human Resources,09-01-2020,27782,September,202009,2020,Marketing Cloud,Email,12710,16947
Student Affairs,08-01-2020,1549831,August,202008,2020,Marketing Cloud,Email,325463,387457
WKSU,11-01-2020,259644,November,202011,2020,Marketing Cloud,Email,26145,49332
IT,11-01-2020,87671,November,202011,2020,Marketing Cloud,Email,13465,28054
WKSU,08-01-2020,246,August,202008,2020,Marketing Cloud,Email,52,66
Human Resources,01-01-2021,36625,January,202101,2021,Marketing Cloud,Email,18194,19777
Recruiting,12-01-2020,245595,December,202012,2020,Marketing Cloud,Email,31632,56486
Student Affairs,12-01-2020,3432,December,202012,2020,Marketing Cloud,Email,1723,1853
IT,12-01-2020,167464,December,202012,2020,Marketing Cloud,Email,36105,36842
Recruiting,08-01-2020,1029207,August,202008,2020,Marketing Cloud,Email,156439,411682
Human Resources,10-01-2020,27782,October,202010,2020,Marketing Cloud,Email,4861,13891
Recruiting,10-01-2020,0,October,202010,2020,Marketing Cloud,Email,0,0
Recruiting,01-01-2021,19871,January,202101,2021,Marketing Cloud,Email,7,198
WKSU,09-01-2020,80283,September,202009,2020,Marketing Cloud,Email,56575,65029
WKSU,01-01-2021,500000,January,202101,2021,Marketing Cloud,Email,14400,15000
Student Affairs,01-01-2021,136255,January,202101,2021,TargetX Messaging,Text Message,8584,85840
Academic Affairs,11-01-2020,38603,November,202011,2020,Constant Contact,Email,19822,30496
WKSU,12-01-2020,19871,December,202012,2020,Marketing Cloud,Email,3435,18082
Student Affairs,01-01-2021,38603,January,202101,2021,Marketing Cloud,Email,4516,5018
WKSU,12-01-2020,36625,December,202012,2020,TargetX Messaging,Text Message,22414,32962
WKSU,12-01-2020,125000,December,202012,2020,Marketing Cloud,Email,86062,106250
IT,09-01-2020,1029207,September,202009,2020,Marketing Cloud,Email,8233,41168
UCM,10-01-2020,125000,October,202010,2020,Marketing Cloud,Email,71175,91250
Student Affairs,09-01-2020,19871,September,202009,2020,Marketing Cloud,Email,3528,14704
Recruiting,01-01-2021,49861,January,202101,2021,Marketing Cloud,Email,11482,24431
IT,01-01-2021,106010,January,202101,2021,Marketing Cloud,Email,21371,89048
Human Resources,08-01-2020,500000,August,202008,2020,Marketing Cloud,Email,200100,230000
Recruiting,10-01-2020,19871,October,202010,2020,Marketing Cloud,Email,3942,12717
Recruiting,01-01-2021,106010,January,202101,2021,Marketing Cloud,Email,21498,82687
Recruiting,08-01-2020,36625,August,202008,2020,Cognos Report to Email,Email,4351,16115
IT,01-01-2021,182327,January,202101,2021,Marketing Cloud,Email,38069,43758
Academic Affairs,01-01-2021,102360,January,202101,2021,Marketing Cloud,Email,798,3070
Student Affairs,09-01-2020,47428,September,202009,2020,TargetX Email,Email,5406,9011
WKSU,01-01-2021,355184,January,202101,2021,Marketing Cloud,Email,17332,216662
Recruiting,11-01-2020,34478,November,202011,2020,Marketing Cloud,Email,2854,23789
Recruiting,01-01-2021,125000,January,202101,2021,Marketing Cloud,Email,30875,47500
Student Affairs,10-01-2020,259644,October,202010,2020,Marketing Cloud,Email,135948,176557
UCM,12-01-2020,38603,December,202012,2020,Marketing Cloud,Email,21779,23933
UCM,12-01-2020,47,December,202012,2020,Marketing Cloud,Email,0,1
Academic Affairs,10-01-2020,0,October,202010,2020,Marketing Cloud,Email,0,0
Academic Affairs,11-01-2020,20217,November,202011,2020,Marketing Cloud,Email,8278,12736
Recruiting,01-01-2021,100,January,202101,2021,Marketing Cloud,Email,10,74
WKSU,09-01-2020,700000,September,202009,2020,Marketing Cloud,Email,288120,343000
UCM,12-01-2020,1549831,December,202012,2020,Marketing Cloud,Email,848066,883403
Recruiting,08-01-2020,182327,August,202008,2020,Marketing Cloud,Email,8569,171387
Student Affairs,10-01-2020,0,October,202010,2020,Marketing Cloud,Email,0,0
Recruiting,10-01-2020,125000,October,202010,2020,Marketing Cloud,Email,32000,80000
Human Resources,01-01-2021,102360,January,202101,2021,Marketing Cloud,Email,9724,10236
WKSU,01-01-2021,36625,January,202101,2021,Marketing Cloud,Email,7500,23440
WKSU,01-01-2021,102360,January,202101,2021,Marketing Cloud,Email,54660,91100
