Functional Area,Month,Communications Sent,Month Name,Month Number,Year,System,Type,Response,View
WKSU,12/1/20,36625,December,202012,2020,Marketing Cloud,Email,53,64
IT,12/1/20,100,December,202012,2020,Marketing Cloud,Email,75,85
IT,1/1/21,17307,January,202101,2021,Constant Contact,Email,91,99
WKSU,9/1/20,1029207,September,202009,2020,Marketing Cloud,Email,69,72
IT,12/1/20,106010,December,202012,2020,Constant Contact,Email,4,5
Recruiting,1/1/21,1549831,January,202101,2021,Cognos Report to Email,Email,46,66
Recruiting,11/1/20,259644,November,202011,2020,Flashline,Portal Alert,20,52
Human Resources,1/1/21,36157,January,202101,2021,Marketing Cloud,Email,65,77
Human Resources,12/1/20,47428,December,202012,2020,Marketing Cloud,Email,57,69
Academic Affairs,9/1/20,47,September,202009,2020,Marketing Cloud,Email,2,2
Human Resources,1/1/21,0,January,202101,2021,Marketing Cloud,Email,7,29
IT,1/1/21,19871,January,202101,2021,Marketing Cloud,Email,20,38
Recruiting,8/1/20,42015,August,202008,2020,TargetX Email,Email,12,32
Recruiting,9/1/20,373,September,202009,2020,Marketing Cloud,Email,25,54
Recruiting,8/1/20,136769,August,202008,2020,Marketing Cloud,Email,2,2
Recruiting,1/1/21,20217,January,202101,2021,Marketing Cloud,Email,16,77
IT,12/1/20,700000,December,202012,2020,Marketing Cloud,Email,5,10
Recruiting,10/1/20,245595,October,202010,2020,Marketing Cloud,Email,1,16
Recruiting,8/1/20,20217,August,202008,2020,Marketing Cloud,Email,13,49
Student Affairs,10/1/20,20217,October,202010,2020,Phone,Phone Call,10,15
Human Resources,10/1/20,17307,October,202010,2020,Marketing Cloud,Email,14,26
Student Affairs,9/1/20,49861,September,202009,2020,Marketing Cloud,Email,8,18
Human Resources,1/1/21,74152,January,202101,2021,Marketing Cloud,Email,6,21
IT,10/1/20,106010,October,202010,2020,Marketing Cloud,Email,43,78
Academic Affairs,8/1/20,47428,August,202008,2020,Marketing Cloud,Email,2,9
IT,10/1/20,0,October,202010,2020,Marketing Cloud,Email,74,77
Human Resources,11/1/20,17307,November,202011,2020,Marketing Cloud,Email,6,15
UCM,1/1/21,87671,January,202101,2021,Marketing Cloud,Email,27,86
WKSU,10/1/20,31377,October,202010,2020,Marketing Cloud,Email,6,33
Recruiting,12/1/20,245595,December,202012,2020,Marketing Cloud,Email,39,57
Recruiting,10/1/20,19871,October,202010,2020,Marketing Cloud,Email,11,32
WKSU,12/1/20,102360,December,202012,2020,Marketing Cloud,Email,13,35
Academic Affairs,1/1/21,34478,January,202101,2021,Marketing Cloud,Email,4,4
Human Resources,8/1/20,723568,August,202008,2020,Marketing Cloud,Email,19,40
WKSU,10/1/20,102360,October,202010,2020,Marketing Cloud,Email,10,76
Recruiting,1/1/21,723568,January,202101,2021,TargetX Email,Email,29,96
Academic Affairs,10/1/20,58502,October,202010,2020,Phone,Phone Call,0,4
Academic Affairs,8/1/20,102360,August,202008,2020,Marketing Cloud,Email,13,97
Recruiting,9/1/20,700000,September,202009,2020,Marketing Cloud,Email,35,40
Academic Affairs,1/1/21,1379954,January,202101,2021,Marketing Cloud,Email,61,63
Student Affairs,9/1/20,136255,September,202009,2020,Marketing Cloud,Email,3,8
Recruiting,9/1/20,31377,September,202009,2020,Marketing Cloud,Email,39,82
Recruiting,9/1/20,87671,September,202009,2020,Marketing Cloud,Email,4,14
Academic Affairs,11/1/20,3432,November,202011,2020,Cognos Report to Email,Email,11,16
IT,1/1/21,42015,January,202101,2021,Marketing Cloud,Email,20,20
Recruiting,9/1/20,0,September,202009,2020,Marketing Cloud,Email,3,18
IT,8/1/20,74152,August,202008,2020,Marketing Cloud,Email,12,73
Recruiting,11/1/20,0,November,202011,2020,Marketing Cloud,Email,17,47
IT,9/1/20,36157,September,202009,2020,Marketing Cloud,Email,15,18
Academic Affairs,10/1/20,136769,October,202010,2020,Marketing Cloud,Email,6,15
Recruiting,10/1/20,700000,October,202010,2020,Marketing Cloud,Email,30,51
Recruiting,10/1/20,80283,October,202010,2020,Marketing Cloud,Email,31,91
UCM,11/1/20,167464,November,202011,2020,Marketing Cloud,Email,38,48
Recruiting,8/1/20,136255,August,202008,2020,Marketing Cloud,Email,47,56
Academic Affairs,12/1/20,136255,December,202012,2020,Marketing Cloud,Email,3,97
UCM,1/1/21,40000,January,202101,2021,Marketing Cloud,Email,4,18
Recruiting,1/1/21,246,January,202101,2021,Marketing Cloud,Email,46,76
Student Affairs,10/1/20,125000,October,202010,2020,Marketing Cloud,Email,13,47
Recruiting,10/1/20,87671,October,202010,2020,Phone,Phone Call,26,49
Student Affairs,1/1/21,500000,January,202101,2021,Marketing Cloud,Email,41,91
Recruiting,12/1/20,136769,December,202012,2020,Marketing Cloud,Email,13,41
UCM,1/1/21,1006194,January,202101,2021,Marketing Cloud,Email,72,72
Recruiting,12/1/20,1006194,December,202012,2020,Marketing Cloud,Email,24,97
Recruiting,1/1/21,1549831,January,202101,2021,Constant Contact,Email,33,61
UCM,9/1/20,125000,September,202009,2020,Marketing Cloud,Email,44,83
Recruiting,10/1/20,1271250,October,202010,2020,Marketing Cloud,Email,58,81
IT,1/1/21,34478,January,202101,2021,TargetX Email,Email,13,89
IT,8/1/20,87671,August,202008,2020,Marketing Cloud,Email,9,14
Student Affairs,8/1/20,0,August,202008,2020,Marketing Cloud,Email,0,12
IT,12/1/20,245595,December,202012,2020,Marketing Cloud,Email,16,33
Student Affairs,10/1/20,1006194,October,202010,2020,Marketing Cloud,Email,48,93
IT,12/1/20,40000,December,202012,2020,Marketing Cloud,Email,29,33
Recruiting,12/1/20,1271250,December,202012,2020,Marketing Cloud,Email,12,15
Human Resources,9/1/20,27782,September,202009,2020,Marketing Cloud,Email,60,65
Student Affairs,11/1/20,34478,November,202011,2020,Marketing Cloud,Email,41,81
Human Resources,9/1/20,1006194,September,202009,2020,Marketing Cloud,Email,1,11
Recruiting,8/1/20,700000,August,202008,2020,Marketing Cloud,Email,25,31
UCM,1/1/21,259644,January,202101,2021,Marketing Cloud,Email,54,59
Academic Affairs,11/1/20,31377,November,202011,2020,Marketing Cloud,Email,3,3
UCM,12/1/20,19871,December,202012,2020,Marketing Cloud,Email,50,88
Recruiting,10/1/20,42015,October,202010,2020,TargetX Messaging,Text Message,39,67
Recruiting,9/1/20,17307,September,202009,2020,Constant Contact,Email,90,95
Student Affairs,1/1/21,245595,January,202101,2021,Marketing Cloud,Email,68,69
Student Affairs,1/1/21,102360,January,202101,2021,Marketing Cloud,Email,37,54
WKSU,1/1/21,167464,January,202101,2021,Flashline,Portal Alert,71,93
Student Affairs,11/1/20,1379954,November,202011,2020,Marketing Cloud,Email,11,47
Recruiting,9/1/20,87671,September,202009,2020,Flashline,Portal Alert,48,60
Student Affairs,9/1/20,246,September,202009,2020,Marketing Cloud,Email,2,6
Recruiting,8/1/20,74152,August,202008,2020,Marketing Cloud,Email,24,26
WKSU,12/1/20,87671,December,202012,2020,Marketing Cloud,Email,1,59
UCM,8/1/20,87671,August,202008,2020,Marketing Cloud,Email,32,60
Academic Affairs,8/1/20,100,August,202008,2020,Marketing Cloud,Email,15,35
Academic Affairs,12/1/20,38603,December,202012,2020,TargetX Messaging,Text Message,34,47
UCM,1/1/21,1029207,January,202101,2021,Marketing Cloud,Email,33,35
IT,10/1/20,92268,October,202010,2020,Marketing Cloud,Email,17,26
Human Resources,1/1/21,49861,January,202101,2021,Marketing Cloud,Email,12,15
IT,11/1/20,58502,November,202011,2020,Flashline,Portal Alert,15,48
IT,9/1/20,87671,September,202009,2020,Marketing Cloud,Email,8,22
Recruiting,1/1/21,700000,January,202101,2021,Marketing Cloud,Email,15,59
Academic Affairs,9/1/20,355184,September,202009,2020,Marketing Cloud,Email,4,48
Recruiting,1/1/21,0,January,202101,2021,Marketing Cloud,Email,46,68
Student Affairs,8/1/20,136769,August,202008,2020,Marketing Cloud,Email,16,92
WKSU,1/1/21,47,January,202101,2021,Marketing Cloud,Email,1,25
Human Resources,9/1/20,92268,September,202009,2020,TargetX Messaging,Text Message,9,32
Academic Affairs,9/1/20,167464,September,202009,2020,Marketing Cloud,Email,34,83
WKSU,8/1/20,167464,August,202008,2020,Marketing Cloud,Email,2,2
UCM,1/1/21,136769,January,202101,2021,Marketing Cloud,Email,11,16
Human Resources,10/1/20,47428,October,202010,2020,Marketing Cloud,Email,63,82
Human Resources,1/1/21,36157,January,202101,2021,Marketing Cloud,Email,28,96
Human Resources,1/1/21,125000,January,202101,2021,Marketing Cloud,Email,13,59
WKSU,1/1/21,723568,January,202101,2021,Marketing Cloud,Email,53,57
UCM,11/1/20,0,November,202011,2020,Marketing Cloud,Email,13,55
Human Resources,10/1/20,49861,October,202010,2020,Marketing Cloud,Email,10,15
Recruiting,1/1/21,1549831,January,202101,2021,Marketing Cloud,Email,19,26
Recruiting,1/1/21,42015,January,202101,2021,Flashline,Portal Alert,28,64
Recruiting,10/1/20,245595,October,202010,2020,Marketing Cloud,Email,4,9
Recruiting,8/1/20,31377,August,202008,2020,Marketing Cloud,Email,4,81
UCM,10/1/20,100,October,202010,2020,Constant Contact,Email,13,89
UCM,1/1/21,700000,January,202101,2021,Marketing Cloud,Email,26,39
Student Affairs,1/1/21,136769,January,202101,2021,Marketing Cloud,Email,0,2
Academic Affairs,9/1/20,136769,September,202009,2020,Marketing Cloud,Email,3,10
Human Resources,12/1/20,700000,December,202012,2020,Marketing Cloud,Email,5,82
Student Affairs,12/1/20,1271250,December,202012,2020,Marketing Cloud,Email,7,31
UCM,9/1/20,141779,September,202009,2020,Marketing Cloud,Email,50,68
Human Resources,8/1/20,36157,August,202008,2020,Marketing Cloud,Email,11,23
Recruiting,1/1/21,1029207,January,202101,2021,Marketing Cloud,Email,58,68
IT,10/1/20,27782,October,202010,2020,Marketing Cloud,Email,0,85
Recruiting,1/1/21,17307,January,202101,2021,Marketing Cloud,Email,10,12
WKSU,11/1/20,38603,November,202011,2020,Marketing Cloud,Email,2,16
Recruiting,1/1/21,1549831,January,202101,2021,Marketing Cloud,Email,58,73
Recruiting,9/1/20,700000,September,202009,2020,Marketing Cloud,Email,32,53
UCM,1/1/21,167464,January,202101,2021,TargetX Messaging,Text Message,71,80
Recruiting,10/1/20,87671,October,202010,2020,Marketing Cloud,Email,32,41
Academic Affairs,8/1/20,36625,August,202008,2020,Marketing Cloud,Email,37,77
Recruiting,1/1/21,58502,January,202101,2021,Marketing Cloud,Email,42,42
WKSU,1/1/21,87671,January,202101,2021,Marketing Cloud,Email,11,61
Human Resources,9/1/20,40000,September,202009,2020,Marketing Cloud,Email,24,24
Recruiting,1/1/21,0,January,202101,2021,Marketing Cloud,Email,17,60
UCM,8/1/20,34478,August,202008,2020,Marketing Cloud,Email,24,91
UCM,12/1/20,36625,December,202012,2020,Marketing Cloud,Email,23,55
WKSU,9/1/20,245595,September,202009,2020,Marketing Cloud,Email,9,9
WKSU,11/1/20,246,November,202011,2020,Marketing Cloud,Email,52,62
UCM,8/1/20,182327,August,202008,2020,Phone,Phone Call,17,86
UCM,8/1/20,100,August,202008,2020,Marketing Cloud,Email,63,69
IT,1/1/21,31377,January,202101,2021,Marketing Cloud,Email,37,37
Recruiting,10/1/20,100,October,202010,2020,Marketing Cloud,Email,17,55
Student Affairs,12/1/20,700000,December,202012,2020,Marketing Cloud,Email,47,51
WKSU,11/1/20,100,November,202011,2020,Marketing Cloud,Email,23,40
Student Affairs,11/1/20,0,November,202011,2020,Marketing Cloud,Email,10,13
Recruiting,11/1/20,0,November,202011,2020,Marketing Cloud,Email,69,84
UCM,10/1/20,92268,October,202010,2020,Marketing Cloud,Email,9,17
Human Resources,12/1/20,1379954,December,202012,2020,Marketing Cloud,Email,18,86
Human Resources,11/1/20,49861,November,202011,2020,Marketing Cloud,Email,14,16
Academic Affairs,9/1/20,182327,September,202009,2020,Marketing Cloud,Email,19,25
Human Resources,10/1/20,1379954,October,202010,2020,Flashline,Portal Alert,24,50
Recruiting,1/1/21,246,January,202101,2021,Marketing Cloud,Email,22,60
UCM,9/1/20,58502,September,202009,2020,Marketing Cloud,Email,58,80
IT,10/1/20,100,October,202010,2020,Marketing Cloud,Email,7,55
Recruiting,1/1/21,1271250,January,202101,2021,Marketing Cloud,Email,23,32
Academic Affairs,1/1/21,245595,January,202101,2021,Marketing Cloud,Email,5,13
IT,1/1/21,1271250,January,202101,2021,Marketing Cloud,Email,16,86
Recruiting,11/1/20,74152,November,202011,2020,Marketing Cloud,Email,16,32
UCM,11/1/20,246,November,202011,2020,Marketing Cloud,Email,0,9
Academic Affairs,1/1/21,27782,January,202101,2021,Marketing Cloud,Email,24,56
Student Affairs,11/1/20,141779,November,202011,2020,Marketing Cloud,Email,0,6
IT,10/1/20,355184,October,202010,2020,Marketing Cloud,Email,27,49
Recruiting,12/1/20,373,December,202012,2020,Marketing Cloud,Email,3,3
WKSU,1/1/21,38603,January,202101,2021,Marketing Cloud,Email,6,19
Human Resources,9/1/20,40000,September,202009,2020,Marketing Cloud,Email,10,37
IT,12/1/20,182327,December,202012,2020,Marketing Cloud,Email,1,9
UCM,9/1/20,17131,September,202009,2020,Marketing Cloud,Email,12,29
Academic Affairs,8/1/20,49861,August,202008,2020,Marketing Cloud,Email,46,50
UCM,9/1/20,49861,September,202009,2020,Marketing Cloud,Email,33,71
IT,12/1/20,500000,December,202012,2020,Constant Contact,Email,26,47
WKSU,10/1/20,136255,October,202010,2020,Marketing Cloud,Email,6,57
WKSU,1/1/21,40000,January,202101,2021,Marketing Cloud,Email,12,32
UCM,8/1/20,17131,August,202008,2020,Marketing Cloud,Email,48,92
Human Resources,9/1/20,141779,September,202009,2020,Marketing Cloud,Email,24,35
IT,10/1/20,1029207,October,202010,2020,Phone,Phone Call,24,44
IT,8/1/20,355184,August,202008,2020,Marketing Cloud,Email,89,93
Recruiting,12/1/20,0,December,202012,2020,Marketing Cloud,Email,29,54
Human Resources,9/1/20,1006194,September,202009,2020,Marketing Cloud,Email,9,82
Recruiting,12/1/20,1029207,December,202012,2020,Marketing Cloud,Email,23,31
Human Resources,8/1/20,58502,August,202008,2020,Marketing Cloud,Email,42,78
IT,8/1/20,58502,August,202008,2020,Marketing Cloud,Email,62,100
Human Resources,8/1/20,1271250,August,202008,2020,Constant Contact,Email,1,12
Recruiting,10/1/20,167464,October,202010,2020,Marketing Cloud,Email,46,50
Academic Affairs,11/1/20,259644,November,202011,2020,Marketing Cloud,Email,18,73
IT,1/1/21,700000,January,202101,2021,Marketing Cloud,Email,0,31
WKSU,1/1/21,1029207,January,202101,2021,Marketing Cloud,Email,48,62
Recruiting,8/1/20,17131,August,202008,2020,Marketing Cloud,Email,7,7
Recruiting,10/1/20,47428,October,202010,2020,Marketing Cloud,Email,30,31
WKSU,9/1/20,700000,September,202009,2020,Marketing Cloud,Email,25,88
Recruiting,1/1/21,1006194,January,202101,2021,Marketing Cloud,Email,79,97
Human Resources,12/1/20,36625,December,202012,2020,Marketing Cloud,Email,5,11
Student Affairs,10/1/20,20217,October,202010,2020,Cognos Report to Email,Email,86,95
IT,8/1/20,3432,August,202008,2020,Marketing Cloud,Email,4,7
IT,10/1/20,1006194,October,202010,2020,Marketing Cloud,Email,0,20
Student Affairs,9/1/20,17131,September,202009,2020,Marketing Cloud,Email,0,98
Academic Affairs,10/1/20,136255,October,202010,2020,Marketing Cloud,Email,17,19
Human Resources,10/1/20,27782,October,202010,2020,Marketing Cloud,Email,3,36
Human Resources,1/1/21,92268,January,202101,2021,Marketing Cloud,Email,56,56
Student Affairs,10/1/20,182327,October,202010,2020,Marketing Cloud,Email,14,29
WKSU,1/1/21,38603,January,202101,2021,Marketing Cloud,Email,12,12
IT,9/1/20,500000,September,202009,2020,TargetX Messaging,Text Message,66,84
Academic Affairs,8/1/20,17131,August,202008,2020,Marketing Cloud,Email,18,43
Human Resources,1/1/21,49861,January,202101,2021,Marketing Cloud,Email,48,91
Recruiting,11/1/20,102360,November,202011,2020,Marketing Cloud,Email,54,90
Recruiting,12/1/20,80283,December,202012,2020,Cognos Report to Email,Email,0,39
UCM,1/1/21,167464,January,202101,2021,Marketing Cloud,Email,57,77
Human Resources,10/1/20,20217,October,202010,2020,Marketing Cloud,Email,46,96
Human Resources,10/1/20,3432,October,202010,2020,Marketing Cloud,Email,3,57
IT,8/1/20,355184,August,202008,2020,Marketing Cloud,Email,46,81
Recruiting,1/1/21,141779,January,202101,2021,Marketing Cloud,Email,2,4
Recruiting,10/1/20,36157,October,202010,2020,Marketing Cloud,Email,58,100
Student Affairs,10/1/20,11590,October,202010,2020,Constant Contact,Email,20,21
Academic Affairs,9/1/20,34478,September,202009,2020,Marketing Cloud,Email,37,40
Student Affairs,9/1/20,136769,September,202009,2020,Marketing Cloud,Email,8,27
Human Resources,10/1/20,0,October,202010,2020,Marketing Cloud,Email,50,100
Recruiting,1/1/21,100,January,202101,2021,Marketing Cloud,Email,17,17
Academic Affairs,8/1/20,355184,August,202008,2020,Marketing Cloud,Email,39,48
Academic Affairs,11/1/20,182327,November,202011,2020,TargetX Messaging,Text Message,60,77
IT,11/1/20,1006194,November,202011,2020,Marketing Cloud,Email,13,42
Human Resources,10/1/20,723568,October,202010,2020,Marketing Cloud,Email,1,19
Recruiting,12/1/20,39863,December,202012,2020,Marketing Cloud,Email,48,64
Recruiting,1/1/21,0,January,202101,2021,Phone,Phone Call,54,97
WKSU,1/1/21,1029207,January,202101,2021,Marketing Cloud,Email,59,85
IT,1/1/21,17307,January,202101,2021,Marketing Cloud,Email,13,43
WKSU,12/1/20,136255,December,202012,2020,Marketing Cloud,Email,2,14
Academic Affairs,11/1/20,47428,November,202011,2020,Marketing Cloud,Email,51,53
WKSU,10/1/20,80283,October,202010,2020,Marketing Cloud,Email,22,45
Recruiting,8/1/20,100,August,202008,2020,Marketing Cloud,Email,37,58
Student Affairs,11/1/20,17131,November,202011,2020,Marketing Cloud,Email,0,9
Recruiting,9/1/20,350000,September,202009,2020,Marketing Cloud,Email,79,94
Human Resources,12/1/20,74152,December,202012,2020,Marketing Cloud,Email,34,72
Recruiting,12/1/20,1271250,December,202012,2020,Marketing Cloud,Email,35,92
WKSU,8/1/20,19871,August,202008,2020,TargetX Messaging,Text Message,5,17
UCM,10/1/20,0,October,202010,2020,Marketing Cloud,Email,28,61
Academic Affairs,12/1/20,1379954,December,202012,2020,Marketing Cloud,Email,2,3
IT,8/1/20,182327,August,202008,2020,Marketing Cloud,Email,5,21
Human Resources,9/1/20,20217,September,202009,2020,Marketing Cloud,Email,2,25
Academic Affairs,9/1/20,19871,September,202009,2020,Constant Contact,Email,27,38
Human Resources,10/1/20,92268,October,202010,2020,Marketing Cloud,Email,5,30
Human Resources,10/1/20,92268,October,202010,2020,Marketing Cloud,Email,6,6
Recruiting,12/1/20,74152,December,202012,2020,TargetX Email,Email,19,68
Academic Affairs,8/1/20,136769,August,202008,2020,Marketing Cloud,Email,64,76
IT,8/1/20,17307,August,202008,2020,Marketing Cloud,Email,23,53
IT,11/1/20,92268,November,202011,2020,Marketing Cloud,Email,3,49
Human Resources,1/1/21,355184,January,202101,2021,Marketing Cloud,Email,28,33
IT,1/1/21,3432,January,202101,2021,Cognos Report to Email,Email,3,44
Recruiting,1/1/21,74152,January,202101,2021,Marketing Cloud,Email,19,38
Recruiting,1/1/21,27782,January,202101,2021,Phone,Phone Call,22,63
